id_venda,id_pedido,data_venda,id_produto,id_canal,id_regiao,quantidade,preco_unitario,custo_unitario,desconto_percentual,receita_bruta,valor_desconto,receita_liquida,custo_total,margem_bruta,margem_percentual
13277,108782,2024-10-29,2,1,2,1,120.13,43.86,0.15,120.13,18.02,102.11,43.86,58.25,0.5705
14096,109302,2024-10-29,13,3,4,1,61.6,19.85,0.0,61.6,0.0,61.6,19.85,41.75,0.6778
14097,109302,2024-10-29,1,3,4,1,69.53,24.92,0.0,69.53,0.0,69.53,24.92,44.61,0.6416
16672,110991,2024-10-29,4,1,4,1,83.84,32.0,0.05,83.84,4.19,79.65,32.0,47.65,0.5982
16673,110991,2024-10-29,11,1,4,1,43.16,13.17,0.15,43.16,6.47,36.69,13.17,23.52,0.641
17504,111538,2024-10-29,8,2,5,3,49.24,19.17,0.1,147.72,14.77,132.95,57.51,75.44,0.5674
17505,111538,2024-10-29,1,2,5,2,68.5,24.71,0.0,137.0,0.0,137.0,49.42,87.58,0.6393
18382,112125,2024-10-29,13,4,3,1,56.92,19.59,0.0,56.92,0.0,56.92,19.59,37.33,0.6558
18502,112194,2024-10-29,1,2,2,1,66.03,25.71,0.0,66.03,0.0,66.03,25.71,40.32,0.6106
18503,112194,2024-10-29,15,2,2,1,60.0,21.79,0.1,60.0,6.0,54.0,21.79,32.21,0.5965
19075,112595,2024-10-29,1,5,4,3,71.98,25.93,0.05,215.94,10.8,205.14,77.79,127.35,0.6208
19254,112704,2024-10-29,13,1,4,3,60.51,20.1,0.1,181.53,18.15,163.38,60.3,103.08,0.6309
19359,112773,2024-10-29,2,5,4,1,116.22,43.96,0.05,116.22,5.81,110.41,43.96,66.45,0.6018
19360,112773,2024-10-29,10,5,4,2,62.68,22.6,0.05,125.36,6.27,119.09,45.2,73.89,0.6205
19409,112808,2024-10-29,13,4,5,2,61.98,19.16,0.05,123.96,6.2,117.76,38.32,79.44,0.6746
20429,113478,2024-10-29,1,4,4,1,67.84,25.51,0.05,67.84,3.39,64.45,25.51,38.94,0.6042
21696,114326,2024-10-29,3,3,1,1,55.14,18.9,0.1,55.14,5.51,49.63,18.9,30.73,0.6192
21970,114504,2024-10-29,10,5,3,1,65.3,23.36,0.2,65.3,13.06,52.24,23.36,28.88,0.5528
21971,114504,2024-10-29,5,5,3,2,103.05,39.68,0.15,206.1,30.92,175.18,79.36,95.82,0.547
557,100361,2024-10-30,3,2,2,1,51.92,19.69,0.05,51.92,2.6,49.32,19.69,29.63,0.6008
1318,100874,2024-10-30,3,1,5,1,54.42,18.85,0.0,54.42,0.0,54.42,18.85,35.57,0.6536
2050,101363,2024-10-30,12,4,4,1,83.69,27.9,0.05,83.69,4.18,79.51,27.9,51.61,0.6491
5082,103390,2024-10-30,10,2,4,1,60.79,22.44,0.0,60.79,0.0,60.79,22.44,38.35,0.6309
5212,103473,2024-10-30,5,4,3,1,99.41,40.54,0.0,99.41,0.0,99.41,40.54,58.87,0.5922
5963,103955,2024-10-30,2,1,4,1,113.85,43.5,0.0,113.85,0.0,113.85,43.5,70.35,0.6179
7233,104802,2024-10-30,9,3,4,1,74.74,28.53,0.05,74.74,3.74,71.0,28.53,42.47,0.5982
10155,106739,2024-10-30,11,4,4,1,43.03,12.7,0.05,43.03,2.15,40.88,12.7,28.18,0.6893
10156,106739,2024-10-30,7,4,4,1,48.41,17.56,0.05,48.41,2.42,45.99,17.56,28.43,0.6182
11788,107806,2024-10-30,1,1,1,4,70.84,25.44,0.1,283.36,28.34,255.02,101.76,153.26,0.601
16539,110906,2024-10-30,5,1,4,1,97.63,39.92,0.15,97.63,14.64,82.99,39.92,43.07,0.519
16540,110906,2024-10-30,13,1,4,1,60.3,20.24,0.0,60.3,0.0,60.3,20.24,40.06,0.6643
19045,112572,2024-10-30,3,5,2,1,56.84,18.69,0.05,56.84,2.84,54.0,18.69,35.31,0.6539
21052,113887,2024-10-30,14,1,4,2,30.93,9.69,0.05,61.86,3.09,58.77,19.38,39.39,0.6702
405,100262,2024-10-31,3,2,4,1,54.38,18.97,0.05,54.38,2.72,51.66,18.97,32.69,0.6328
454,100292,2024-10-31,2,4,4,1,114.08,43.9,0.0,114.08,0.0,114.08,43.9,70.18,0.6152
455,100292,2024-10-31,13,4,4,1,58.6,19.23,0.0,58.6,0.0,58.6,19.23,39.37,0.6718
636,100417,2024-10-31,5,5,3,1,92.92,39.78,0.1,92.92,9.29,83.63,39.78,43.85,0.5243
637,100417,2024-10-31,1,5,3,1,70.74,25.79,0.15,70.74,10.61,60.13,25.79,34.34,0.5711
973,100645,2024-10-31,9,4,3,1,70.13,27.35,0.0,70.13,0.0,70.13,27.35,42.78,0.61
974,100645,2024-10-31,1,4,3,2,68.99,25.83,0.0,137.98,0.0,137.98,51.66,86.32,0.6256
2469,101647,2024-10-31,10,3,5,1,66.08,22.48,0.0,66.08,0.0,66.08,22.48,43.6,0.6598
2755,101846,2024-10-31,15,1,4,1,61.4,21.38,0.0,61.4,0.0,61.4,21.38,40.02,0.6518
2756,101846,2024-10-31,14,1,4,1,29.09,9.89,0.15,29.09,4.36,24.73,9.89,14.84,0.6001
5450,103624,2024-10-31,4,4,4,1,87.24,31.82,0.05,87.24,4.36,82.88,31.82,51.06,0.6161
6257,104146,2024-10-31,7,5,4,1,48.76,17.75,0.05,48.76,2.44,46.32,17.75,28.57,0.6168
6258,104146,2024-10-31,8,5,4,2,49.26,19.21,0.2,98.52,19.7,78.82,38.42,40.4,0.5126
7994,105295,2024-10-31,15,1,2,1,56.18,22.08,0.0,56.18,0.0,56.18,22.08,34.1,0.607
9347,106193,2024-10-31,2,2,2,1,113.45,42.57,0.1,113.45,11.34,102.11,42.57,59.54,0.5831
12326,108164,2024-10-31,9,3,1,3,73.53,27.69,0.1,220.59,22.06,198.53,83.07,115.46,0.5816
12327,108164,2024-10-31,15,3,1,1,58.14,21.45,0.05,58.14,2.91,55.23,21.45,33.78,0.6116
12328,108164,2024-10-31,13,3,1,1,59.7,19.17,0.1,59.7,5.97,53.73,19.17,34.56,0.6432
12510,108280,2024-10-31,5,5,5,2,96.01,39.91,0.15,192.02,28.8,163.22,79.82,83.4,0.511
16510,110888,2024-10-31,14,3,1,1,30.47,9.63,0.1,30.47,3.05,27.42,9.63,17.79,0.6488
16511,110888,2024-10-31,8,3,1,2,54.28,19.31,0.1,108.56,10.86,97.7,38.62,59.08,0.6047
16599,110949,2024-10-31,12,3,4,1,86.94,26.74,0.1,86.94,8.69,78.25,26.74,51.51,0.6583
937,100622,2024-11-01,8,4,4,2,49.77,19.79,0.0,99.54,0.0,99.54,39.58,59.96,0.6024
938,100622,2024-11-01,14,4,4,1,30.41,9.78,0.0,30.41,0.0,30.41,9.78,20.63,0.6784
3537,102368,2024-11-01,15,1,1,1,60.97,22.48,0.1,60.97,6.1,54.87,22.48,32.39,0.5903
3916,102600,2024-11-01,2,1,4,1,111.95,42.52,0.15,111.95,16.79,95.16,42.52,52.64,0.5532
3917,102600,2024-11-01,5,1,4,2,98.65,39.66,0.1,197.3,19.73,177.57,79.32,98.25,0.5533
4056,102691,2024-11-01,7,2,5,3,51.11,17.89,0.05,153.33,7.67,145.66,53.67,91.99,0.6315
4989,103321,2024-11-01,4,4,2,2,90.88,32.24,0.0,181.76,0.0,181.76,64.48,117.28,0.6452
5076,103386,2024-11-01,11,2,4,4,44.36,12.92,0.1,177.44,17.74,159.7,51.68,108.02,0.6764
9233,106113,2024-11-01,5,1,5,4,103.63,39.92,0.1,414.52,41.45,373.07,159.68,213.39,0.572
9234,106113,2024-11-01,1,1,5,2,68.49,24.79,0.0,136.98,0.0,136.98,49.58,87.4,0.638
9836,106520,2024-11-01,2,3,4,1,122.54,42.95,0.0,122.54,0.0,122.54,42.95,79.59,0.6495
10456,106925,2024-11-01,12,1,5,2,81.66,27.23,0.1,163.32,16.33,146.99,54.46,92.53,0.6295
10457,106925,2024-11-01,6,1,5,1,80.67,30.73,0.1,80.67,8.07,72.6,30.73,41.87,0.5767
10461,106928,2024-11-01,9,3,4,1,72.69,27.81,0.05,72.69,3.63,69.06,27.81,41.25,0.5973
11438,107573,2024-11-01,8,1,5,3,52.39,19.33,0.15,157.17,23.58,133.59,57.99,75.6,0.5659
11896,107881,2024-11-01,15,1,4,2,61.91,22.05,0.1,123.82,12.38,111.44,44.1,67.34,0.6043
11897,107881,2024-11-01,6,1,4,1,82.95,30.91,0.1,82.95,8.3,74.65,30.91,43.74,0.5859
11898,107881,2024-11-01,13,1,4,1,62.05,19.93,0.0,62.05,0.0,62.05,19.93,42.12,0.6788
15121,109974,2024-11-01,3,2,2,2,53.38,19.18,0.05,106.76,5.34,101.42,38.36,63.06,0.6218
16058,110587,2024-11-01,2,5,5,2,123.06,44.73,0.2,246.12,49.22,196.9,89.46,107.44,0.5457
17144,111300,2024-11-01,4,5,2,1,87.13,32.83,0.2,87.13,17.43,69.7,32.83,36.87,0.529
17838,111751,2024-11-01,6,3,4,2,79.54,30.52,0.1,159.08,15.91,143.17,61.04,82.13,0.5737
19142,112637,2024-11-01,4,2,4,3,85.86,32.65,0.0,257.58,0.0,257.58,97.95,159.63,0.6197
21457,114164,2024-11-01,7,2,4,1,48.99,18.21,0.05,48.99,2.45,46.54,18.21,28.33,0.6087
355,100226,2024-11-02,8,1,5,1,49.89,18.77,0.1,49.89,4.99,44.9,18.77,26.13,0.582
356,100226,2024-11-02,10,1,5,2,61.4,22.5,0.0,122.8,0.0,122.8,45.0,77.8,0.6336
357,100226,2024-11-02,7,1,5,1,47.59,17.32,0.05,47.59,2.38,45.21,17.32,27.89,0.6169
3961,102627,2024-11-02,4,3,4,1,85.98,31.52,0.05,85.98,4.3,81.68,31.52,50.16,0.6141
10716,107093,2024-11-02,15,2,3,1,60.84,22.06,0.1,60.84,6.08,54.76,22.06,32.7,0.5972
13651,109022,2024-11-02,15,4,4,1,61.13,22.14,0.05,61.13,3.06,58.07,22.14,35.93,0.6187
13652,109022,2024-11-02,5,4,4,1,101.65,39.16,0.0,101.65,0.0,101.65,39.16,62.49,0.6148
13653,109022,2024-11-02,4,4,4,1,91.28,32.11,0.05,91.28,4.56,86.72,32.11,54.61,0.6297
13654,109022,2024-11-02,2,4,4,2,123.5,44.5,0.0,247.0,0.0,247.0,89.0,158.0,0.6397
14021,109256,2024-11-02,15,3,4,1,60.7,22.04,0.0,60.7,0.0,60.7,22.04,38.66,0.6369
14022,109256,2024-11-02,1,3,4,1,70.09,25.19,0.0,70.09,0.0,70.09,25.19,44.9,0.6406
14023,109256,2024-11-02,2,3,4,1,113.77,43.96,0.0,113.77,0.0,113.77,43.96,69.81,0.6136
14679,109679,2024-11-02,3,2,4,1,54.19,19.79,0.1,54.19,5.42,48.77,19.79,28.98,0.5942
16334,110780,2024-11-02,3,2,2,2,51.83,19.6,0.1,103.66,10.37,93.29,39.2,54.09,0.5798
17107,111275,2024-11-02,4,2,1,1,90.8,31.72,0.0,90.8,0.0,90.8,31.72,59.08,0.6507
17813,111736,2024-11-02,14,2,4,1,29.27,10.0,0.05,29.27,1.46,27.81,10.0,17.81,0.6404
17814,111736,2024-11-02,8,2,4,1,53.15,19.59,0.05,53.15,2.66,50.49,19.59,30.9,0.612
17815,111736,2024-11-02,5,2,4,1,102.01,40.02,0.0,102.01,0.0,102.01,40.02,61.99,0.6077
17835,111749,2024-11-02,5,5,2,2,103.75,39.57,0.15,207.5,31.12,176.38,79.14,97.24,0.5513
21827,114415,2024-11-02,5,2,4,1,98.84,38.4,0.1,98.84,9.88,88.96,38.4,50.56,0.5683
22247,114678,2024-11-02,7,5,4,1,46.66,17.74,0.1,46.66,4.67,41.99,17.74,24.25,0.5775
22248,114678,2024-11-02,14,5,4,1,30.33,9.99,0.2,30.33,6.07,24.26,9.99,14.27,0.5882
22249,114678,2024-11-02,3,5,4,1,54.56,19.61,0.05,54.56,2.73,51.83,19.61,32.22,0.6216
626,100410,2024-11-03,10,3,1,1,62.05,23.33,0.1,62.05,6.2,55.85,23.33,32.52,0.5823
678,100448,2024-11-03,12,2,5,1,80.03,27.22,0.0,80.03,0.0,80.03,27.22,52.81,0.6599
1654,101103,2024-11-03,7,4,4,2,51.08,18.13,0.0,102.16,0.0,102.16,36.26,65.9,0.6451
1655,101103,2024-11-03,9,4,4,1,77.78,28.61,0.05,77.78,3.89,73.89,28.61,45.28,0.6128
4835,103213,2024-11-03,8,2,2,2,53.04,18.69,0.0,106.08,0.0,106.08,37.38,68.7,0.6476
6334,104200,2024-11-03,13,4,5,3,60.73,19.55,0.05,182.19,9.11,173.08,58.65,114.43,0.6611
6335,104200,2024-11-03,9,4,5,2,75.19,28.5,0.0,150.38,0.0,150.38,57.0,93.38,0.621
7353,104882,2024-11-03,13,2,4,1,61.6,19.82,0.05,61.6,3.08,58.52,19.82,38.7,0.6613
7386,104906,2024-11-03,5,3,4,2,96.9,38.5,0.0,193.8,0.0,193.8,77.0,116.8,0.6027
7387,104906,2024-11-03,1,3,4,2,72.18,26.24,0.1,144.36,14.44,129.92,52.48,77.44,0.5961
7388,104906,2024-11-03,13,3,4,1,58.2,19.86,0.05,58.2,2.91,55.29,19.86,35.43,0.6408
7893,105232,2024-11-03,2,4,4,2,119.5,44.87,0.05,239.0,11.95,227.05,89.74,137.31,0.6048
7938,105255,2024-11-03,5,1,4,1,101.39,39.4,0.05,101.39,5.07,96.32,39.4,56.92,0.5909
7939,105255,2024-11-03,1,1,4,2,66.68,25.7,0.1,133.36,13.34,120.02,51.4,68.62,0.5717
9797,106493,2024-11-03,6,1,5,2,76.36,31.49,0.05,152.72,7.64,145.08,62.98,82.1,0.5659
9970,106614,2024-11-03,1,2,4,1,69.49,24.9,0.1,69.49,6.95,62.54,24.9,37.64,0.6019
10601,107011,2024-11-03,10,1,4,1,65.1,22.87,0.15,65.1,9.76,55.34,22.87,32.47,0.5867
10602,107011,2024-11-03,14,1,4,1,30.18,10.11,0.05,30.18,1.51,28.67,10.11,18.56,0.6474
12442,108236,2024-11-03,2,3,4,1,112.22,44.25,0.05,112.22,5.61,106.61,44.25,62.36,0.5849
12577,108331,2024-11-03,15,1,4,4,62.22,21.19,0.1,248.88,24.89,223.99,84.76,139.23,0.6216
14058,109278,2024-11-03,4,4,4,2,86.68,31.28,0.05,173.36,8.67,164.69,62.56,102.13,0.6201
14108,109307,2024-11-03,8,1,5,1,49.28,19.67,0.1,49.28,4.93,44.35,19.67,24.68,0.5565
14816,109769,2024-11-03,1,4,4,1,69.2,25.51,0.0,69.2,0.0,69.2,25.51,43.69,0.6314
15310,110106,2024-11-03,14,2,4,1,30.16,9.97,0.1,30.16,3.02,27.14,9.97,17.17,0.6326
15311,110106,2024-11-03,8,2,4,1,50.06,19.28,0.05,50.06,2.5,47.56,19.28,28.28,0.5946
15312,110106,2024-11-03,6,2,4,2,78.48,31.75,0.1,156.96,15.7,141.26,63.5,77.76,0.5505
15472,110203,2024-11-03,10,1,2,2,61.29,22.67,0.0,122.58,0.0,122.58,45.34,77.24,0.6301
15473,110203,2024-11-03,11,1,2,1,42.35,13.26,0.1,42.35,4.24,38.11,13.26,24.85,0.6521
16470,110866,2024-11-03,3,3,5,2,57.08,18.68,0.1,114.16,11.42,102.74,37.36,65.38,0.6364
18530,112214,2024-11-03,7,5,4,1,48.48,17.8,0.1,48.48,4.85,43.63,17.8,25.83,0.592
20602,113591,2024-11-03,5,2,5,1,97.27,39.09,0.05,97.27,4.86,92.41,39.09,53.32,0.577
21495,114189,2024-11-03,4,1,4,1,88.79,32.24,0.0,88.79,0.0,88.79,32.24,56.55,0.6369
22635,114932,2024-11-03,14,1,2,1,30.25,9.75,0.15,30.25,4.54,25.71,9.75,15.96,0.6208
537,100347,2024-11-04,10,3,5,1,65.52,22.94,0.0,65.52,0.0,65.52,22.94,42.58,0.6499
538,100347,2024-11-04,8,3,5,1,54.64,19.38,0.0,54.64,0.0,54.64,19.38,35.26,0.6453
1315,100871,2024-11-04,9,4,4,3,75.47,27.74,0.0,226.41,0.0,226.41,83.22,143.19,0.6324
3837,102545,2024-11-04,7,2,4,1,49.94,17.16,0.1,49.94,4.99,44.95,17.16,27.79,0.6182
4860,103230,2024-11-04,3,2,4,1,55.43,19.75,0.1,55.43,5.54,49.89,19.75,30.14,0.6041
5253,103504,2024-11-04,5,1,4,1,99.76,39.91,0.0,99.76,0.0,99.76,39.91,59.85,0.5999
9293,106155,2024-11-04,6,2,4,1,80.4,31.11,0.05,80.4,4.02,76.38,31.11,45.27,0.5927
9294,106155,2024-11-04,15,2,4,1,60.62,21.87,0.1,60.62,6.06,54.56,21.87,32.69,0.5992
9939,106593,2024-11-04,8,4,4,1,54.19,19.48,0.05,54.19,2.71,51.48,19.48,32.0,0.6216
9940,106593,2024-11-04,12,4,4,1,81.69,27.71,0.05,81.69,4.08,77.61,27.71,49.9,0.643
10749,107116,2024-11-04,5,1,1,1,97.54,39.08,0.0,97.54,0.0,97.54,39.08,58.46,0.5993
10750,107116,2024-11-04,14,1,1,1,28.92,9.76,0.1,28.92,2.89,26.03,9.76,16.27,0.625
10751,107116,2024-11-04,15,1,1,1,56.2,21.88,0.0,56.2,0.0,56.2,21.88,34.32,0.6107
11225,107423,2024-11-04,5,1,4,2,93.69,38.77,0.15,187.38,28.11,159.27,77.54,81.73,0.5132
11226,107423,2024-11-04,8,1,4,1,54.67,18.74,0.1,54.67,5.47,49.2,18.74,30.46,0.6191
11267,107456,2024-11-04,13,2,2,1,57.7,19.29,0.05,57.7,2.88,54.82,19.29,35.53,0.6481
12258,108120,2024-11-04,3,3,1,1,56.32,19.7,0.0,56.32,0.0,56.32,19.7,36.62,0.6502
13310,108799,2024-11-04,12,2,4,1,83.12,28.33,0.05,83.12,4.16,78.96,28.33,50.63,0.6412
13627,109004,2024-11-04,7,1,1,2,49.21,17.84,0.1,98.42,9.84,88.58,35.68,52.9,0.5972
13628,109004,2024-11-04,3,1,1,2,56.23,18.76,0.0,112.46,0.0,112.46,37.52,74.94,0.6664
13629,109004,2024-11-04,10,1,1,1,66.3,22.58,0.05,66.3,3.32,62.98,22.58,40.4,0.6415
15075,109941,2024-11-04,6,2,4,2,80.29,30.86,0.1,160.58,16.06,144.52,61.72,82.8,0.5729
15076,109941,2024-11-04,11,2,4,1,44.38,12.88,0.0,44.38,0.0,44.38,12.88,31.5,0.7098
15077,109941,2024-11-04,14,2,4,1,28.68,9.98,0.05,28.68,1.43,27.25,9.98,17.27,0.6338
15686,110351,2024-11-04,7,3,1,1,51.09,17.35,0.0,51.09,0.0,51.09,17.35,33.74,0.6604
15687,110351,2024-11-04,14,3,1,2,29.2,10.04,0.0,58.4,0.0,58.4,20.08,38.32,0.6562
15688,110351,2024-11-04,13,3,1,1,58.12,19.9,0.1,58.12,5.81,52.31,19.9,32.41,0.6196
16338,110783,2024-11-04,5,3,3,1,99.68,39.84,0.0,99.68,0.0,99.68,39.84,59.84,0.6003
16344,110786,2024-11-04,3,5,2,1,51.99,19.81,0.15,51.99,7.8,44.19,19.81,24.38,0.5517
16634,110970,2024-11-04,12,1,2,2,81.81,26.85,0.05,163.62,8.18,155.44,53.7,101.74,0.6545
16635,110970,2024-11-04,3,1,2,1,56.32,18.99,0.1,56.32,5.63,50.69,18.99,31.7,0.6254
16636,110970,2024-11-04,8,1,2,1,50.1,19.53,0.1,50.1,5.01,45.09,19.53,25.56,0.5669
20154,113298,2024-11-04,12,2,2,2,84.67,26.94,0.0,169.34,0.0,169.34,53.88,115.46,0.6818
21094,113918,2024-11-04,1,3,2,1,72.46,24.76,0.0,72.46,0.0,72.46,24.76,47.7,0.6583
21095,113918,2024-11-04,3,3,2,1,55.31,18.79,0.1,55.31,5.53,49.78,18.79,30.99,0.6225
21096,113918,2024-11-04,13,3,2,1,60.36,19.28,0.05,60.36,3.02,57.34,19.28,38.06,0.6638
22597,114907,2024-11-04,3,1,2,1,51.53,19.75,0.15,51.53,7.73,43.8,19.75,24.05,0.5491
820,100542,2024-11-05,15,2,2,1,57.42,21.39,0.1,57.42,5.74,51.68,21.39,30.29,0.5861
821,100542,2024-11-05,8,2,2,2,49.69,19.78,0.1,99.38,9.94,89.44,39.56,49.88,0.5577
1247,100822,2024-11-05,15,1,5,1,58.59,22.41,0.1,58.59,5.86,52.73,22.41,30.32,0.575
1248,100822,2024-11-05,4,1,5,1,84.29,32.75,0.0,84.29,0.0,84.29,32.75,51.54,0.6115
2425,101613,2024-11-05,3,4,4,2,51.39,18.94,0.05,102.78,5.14,97.64,37.88,59.76,0.612
2637,101766,2024-11-05,9,3,4,1,75.19,28.23,0.05,75.19,3.76,71.43,28.23,43.2,0.6048
2638,101766,2024-11-05,1,3,4,1,68.8,25.66,0.05,68.8,3.44,65.36,25.66,39.7,0.6074
2639,101766,2024-11-05,11,3,4,1,42.65,12.78,0.0,42.65,0.0,42.65,12.78,29.87,0.7004
2740,101833,2024-11-05,3,2,5,1,54.9,19.4,0.05,54.9,2.74,52.16,19.4,32.76,0.6281
2944,101971,2024-11-05,2,1,5,1,111.93,43.21,0.0,111.93,0.0,111.93,43.21,68.72,0.614
2945,101971,2024-11-05,8,1,5,1,50.49,19.04,0.0,50.49,0.0,50.49,19.04,31.45,0.6229
3839,102547,2024-11-05,10,3,4,1,61.54,22.82,0.0,61.54,0.0,61.54,22.82,38.72,0.6292
3840,102547,2024-11-05,8,3,4,1,53.46,19.41,0.05,53.46,2.67,50.79,19.41,31.38,0.6178
3841,102547,2024-11-05,2,3,4,1,124.56,44.86,0.0,124.56,0.0,124.56,44.86,79.7,0.6399
3842,102547,2024-11-05,15,3,4,1,61.6,21.72,0.0,61.6,0.0,61.6,21.72,39.88,0.6474
4817,103202,2024-11-05,14,1,4,2,28.64,10.06,0.15,57.28,8.59,48.69,20.12,28.57,0.5868
4998,103327,2024-11-05,7,3,5,2,50.86,17.37,0.05,101.72,5.09,96.63,34.74,61.89,0.6405
4999,103327,2024-11-05,15,3,5,1,56.17,21.49,0.05,56.17,2.81,53.36,21.49,31.87,0.5973
5754,103815,2024-11-05,8,3,2,1,53.28,18.79,0.0,53.28,0.0,53.28,18.79,34.49,0.6473
5755,103815,2024-11-05,4,3,2,2,85.08,31.82,0.05,170.16,8.51,161.65,63.64,98.01,0.6063
5756,103815,2024-11-05,6,3,2,1,78.79,31.33,0.05,78.79,3.94,74.85,31.33,43.52,0.5814
6698,104447,2024-11-05,14,5,4,1,29.41,10.18,0.1,29.41,2.94,26.47,10.18,16.29,0.6154
6699,104447,2024-11-05,4,5,4,1,91.25,31.71,0.2,91.25,18.25,73.0,31.71,41.29,0.5656
6700,104447,2024-11-05,7,5,4,1,49.3,17.86,0.15,49.3,7.4,41.9,17.86,24.04,0.5737
8550,105665,2024-11-05,14,2,1,1,28.1,9.59,0.05,28.1,1.41,26.69,9.59,17.1,0.6407
9492,106292,2024-11-05,9,5,4,1,74.25,28.78,0.2,74.25,14.85,59.4,28.78,30.62,0.5155
9493,106292,2024-11-05,3,5,4,2,51.52,19.02,0.2,103.04,20.61,82.43,38.04,44.39,0.5385
10065,106680,2024-11-05,13,2,2,1,57.47,19.48,0.1,57.47,5.75,51.72,19.48,32.24,0.6234
10066,106680,2024-11-05,5,2,2,2,93.16,39.66,0.0,186.32,0.0,186.32,79.32,107.0,0.5743
10067,106680,2024-11-05,6,2,2,1,77.83,30.55,0.05,77.83,3.89,73.94,30.55,43.39,0.5868
12215,108090,2024-11-05,1,2,2,2,67.62,25.22,0.1,135.24,13.52,121.72,50.44,71.28,0.5856
13608,108989,2024-11-05,3,2,4,2,57.04,19.76,0.1,114.08,11.41,102.67,39.52,63.15,0.6151
14309,109439,2024-11-05,13,1,5,1,60.28,20.34,0.1,60.28,6.03,54.25,20.34,33.91,0.6251
14310,109439,2024-11-05,7,1,5,1,47.06,17.41,0.1,47.06,4.71,42.35,17.41,24.94,0.5889
16626,110966,2024-11-05,14,1,4,1,30.21,9.87,0.1,30.21,3.02,27.19,9.87,17.32,0.637
16627,110966,2024-11-05,15,1,4,2,58.11,22.38,0.15,116.22,17.43,98.79,44.76,54.03,0.5469
16628,110966,2024-11-05,10,1,4,1,64.38,23.55,0.0,64.38,0.0,64.38,23.55,40.83,0.6342
18451,112167,2024-11-05,4,5,3,1,88.76,32.23,0.1,88.76,8.88,79.88,32.23,47.65,0.5965
18967,112518,2024-11-05,8,5,4,1,52.41,19.4,0.1,52.41,5.24,47.17,19.4,27.77,0.5887
1134,100752,2024-11-06,9,1,3,1,71.76,27.59,0.05,71.76,3.59,68.17,27.59,40.58,0.5953
1316,100872,2024-11-06,5,3,4,3,95.66,40.23,0.1,286.98,28.7,258.28,120.69,137.59,0.5327
3115,102081,2024-11-06,7,2,2,1,51.24,17.84,0.0,51.24,0.0,51.24,17.84,33.4,0.6518
3260,102179,2024-11-06,12,2,4,1,80.0,28.21,0.1,80.0,8.0,72.0,28.21,43.79,0.6082
3332,102229,2024-11-06,15,4,5,1,59.97,22.48,0.05,59.97,3.0,56.97,22.48,34.49,0.6054
7512,104990,2024-11-06,11,5,1,2,44.88,12.98,0.15,89.76,13.46,76.3,25.96,50.34,0.6598
7900,105235,2024-11-06,12,5,4,2,85.56,26.96,0.2,171.12,34.22,136.9,53.92,82.98,0.6061
7901,105235,2024-11-06,7,5,4,3,49.09,17.18,0.1,147.27,14.73,132.54,51.54,81.0,0.6111
7902,105235,2024-11-06,1,5,4,2,68.23,25.95,0.1,136.46,13.65,122.81,51.9,70.91,0.5774
8391,105562,2024-11-06,4,2,5,2,84.77,32.27,0.1,169.54,16.95,152.59,64.54,88.05,0.577
10884,107203,2024-11-06,11,1,3,3,45.52,12.94,0.05,136.56,6.83,129.73,38.82,90.91,0.7008
10885,107203,2024-11-06,9,1,3,2,71.65,27.94,0.15,143.3,21.5,121.8,55.88,65.92,0.5412
11128,107360,2024-11-06,3,1,3,3,56.01,19.8,0.15,168.03,25.2,142.83,59.4,83.43,0.5841
11750,107781,2024-11-06,15,2,2,1,56.61,21.22,0.05,56.61,2.83,53.78,21.22,32.56,0.6054
22073,114564,2024-11-06,13,2,4,1,59.46,19.47,0.05,59.46,2.97,56.49,19.47,37.02,0.6553
22074,114564,2024-11-06,3,2,4,3,51.62,19.15,0.0,154.86,0.0,154.86,57.45,97.41,0.629
540,100349,2024-11-07,9,3,4,1,75.69,28.43,0.1,75.69,7.57,68.12,28.43,39.69,0.5826
541,100349,2024-11-07,15,3,4,1,57.57,21.74,0.05,57.57,2.88,54.69,21.74,32.95,0.6025
1183,100780,2024-11-07,5,1,4,2,93.12,38.75,0.1,186.24,18.62,167.62,77.5,90.12,0.5376
3311,102213,2024-11-07,7,1,4,1,48.61,17.65,0.1,48.61,4.86,43.75,17.65,26.1,0.5966
4802,103192,2024-11-07,12,5,2,2,87.57,28.17,0.05,175.14,8.76,166.38,56.34,110.04,0.6614
4803,103192,2024-11-07,6,5,2,1,79.47,30.84,0.1,79.47,7.95,71.52,30.84,40.68,0.5688
4844,103218,2024-11-07,2,3,1,2,119.88,43.96,0.0,239.76,0.0,239.76,87.92,151.84,0.6333
7063,104695,2024-11-07,10,4,3,1,64.25,22.52,0.05,64.25,3.21,61.04,22.52,38.52,0.6311
7064,104695,2024-11-07,9,4,3,1,72.8,27.88,0.0,72.8,0.0,72.8,27.88,44.92,0.617
7263,104826,2024-11-07,11,2,4,1,44.83,13.29,0.05,44.83,2.24,42.59,13.29,29.3,0.688
7264,104826,2024-11-07,3,2,4,3,56.18,18.7,0.05,168.54,8.43,160.11,56.1,104.01,0.6496
7265,104826,2024-11-07,15,2,4,1,60.46,21.67,0.0,60.46,0.0,60.46,21.67,38.79,0.6416
10739,107110,2024-11-07,6,2,4,1,82.44,31.92,0.1,82.44,8.24,74.2,31.92,42.28,0.5698
