id_venda,id_pedido,data_venda,id_produto,id_canal,id_regiao,quantidade,preco_unitario,custo_unitario,desconto_percentual
19839,113084,2025-09-17,15,2,4,2,57.04,22.26,
2502,101666,2024-06-05,14,1,4,1,28.26,9.86,0.05
14009,109249,2026-06-25,9,5,2,1,69.92,29.89,0.05
2477,101652,2025-07-10,8,5,2,1,53.18,19.41,0.1
18930,112494,2024-08-01,15,1,4,1,58.84,21.3,0.1
13196,108728,2025-06-21,4,4,3,1,86.35,32.45,0.05
18268,112047,2026-07-13,1,1,5,2,66.9,27.92,0.05
2426,101614,2025-12-05,5,4,4,1,96.74,41.07,0.05
5140,103421,2025-12-01,7,2,4,1,49.28,18.97,0.0
2725,101824,2026-08-10,11,2,2,1,43.96,13.83,0.0
13220,108744,2024-11-23,6,3,1,1,81.86,32.09,0.05
15440,110180,2024-11-24,4,4,3,2,89.73,32.05,0.0
1511,101003,2025-11-24,12,3,4,1,80.9,28.91,0.1
11490,107611,2026-04-10,7,2,4,1,49.48,18.97,0.05
8726,105784,2024-02-13,15,4,4,1,60.25,20.62,0.0
3109,102077,2024-04-07,3,4,3,2,54.53,18.46,0.0
5486,103643,2026-07-29,14,4,1,1,29.72,10.68,0.05
10343,106856,2025-11-25,6,2,4,1,81.34,33.34,0.05
6596,104384,2024-06-08,1,4,2,1,71.08,25.08,0.05
9404,106231,2026-03-25,12,3,1,1,86.23,29.63,0.0
5129,103416,2025-06-03,11,3,5,1,42.02,13.3,0.1
12762,108447,2024-03-22,9,1,2,1,71.71,27.25,0.1
5051,103365,2024-10-08,9,4,4,1,69.84,28.48,0.05
22379,114760,2026-02-15,10,2,4,1,67.17,24.0,0.1
2230,101494,2025-11-11,2,2,2,1,114.25,46.25,0.0
4611,103058,2024-06-19,11,3,2,1,43.98,12.72,0.05
20977,113840,2025-05-16,12,5,2,1,79.9,27.7,0.05
3069,102049,2026-06-23,15,1,5,1,56.8,23.88,0.15
7682,105094,2024-10-18,14,4,4,1,29.67,9.61,0.0
20316,113406,2025-04-01,7,3,4,1,46.85,18.01,0.1
14944,109851,2024-03-23,10,2,4,1,66.05,22.76,0.1
7217,104791,2026-06-15,1,2,2,2,68.52,26.94,0.0
15200,110026,2024-08-07,11,2,1,1,46.05,12.48,0.1
1430,100947,2026-02-15,9,1,4,1,70.76,30.14,0.05
11444,107579,2024-06-23,14,1,2,1,28.18,9.81,0.0
15389,110151,2025-08-23,4,3,2,2,86.93,33.13,0.1
3269,102184,2025-12-22,14,5,3,1,28.9,10.19,0.15
3275,102187,2024-12-16,3,2,1,1,52.5,19.2,0.05
21379,114111,2024-02-20,12,2,4,1,79.0,26.76,0.05
10334,106850,2024-06-10,8,1,4,1,50.64,19.13,0.15
11964,107931,2026-01-22,8,1,5,1,54.34,20.22,0.1
19986,113182,2025-01-17,8,1,4,1,53.08,19.5,0.05
12939,108564,2026-04-23,5,1,2,1,95.97,41.03,0.15
18962,112513,2025-01-01,14,1,1,2,29.92,9.93,0.15
20539,113551,2024-12-17,10,3,5,2,64.37,23.47,0.0
15863,110457,2025-08-07,14,5,4,1,30.48,10.33,0.1
16878,111128,2024-05-19,14,3,5,2,28.12,9.59,0.0
8310,105508,2024-01-05,12,2,2,1,79.77,25.93,0.05
7102,104718,2026-03-13,1,3,5,1,72.61,27.04,0.1
18698,112325,2024-08-07,14,5,2,1,29.18,9.81,0.2
15298,110097,2024-04-30,10,1,4,1,65.35,22.84,0.15
485,100313,2024-12-17,13,3,4,1,59.39,19.24,0.0
13414,108868,2024-03-27,4,5,5,1,87.43,31.78,0.05
10437,106911,2024-03-24,14,3,4,1,29.66,9.68,
22155,114618,2024-06-21,14,2,4,1,27.91,9.97,0.0
844,100558,2025-07-08,1,4,2,1,69.39,26.75,0.0
7052,104687,2025-02-11,4,5,5,2,85.41,32.6,0.1
3920,102601,2025-06-25,14,3,4,3,29.66,9.91,0.1
10200,106764,2025-09-05,1,4,2,1,68.34,25.76,0.0
3861,102561,2026-03-17,5,1,5,1,102.93,42.57,0.05
18968,112519,2024-01-04,7,3,4,1,47.45,17.5,0.0
18967,112518,2024-11-05,8,5,4,1,52.41,19.4,0.1
6416,104257,2026-03-20,7,1,4,1,51.19,18.23,0.1
10736,107108,2025-11-23,7,1,5,1,46.87,18.78,0.0
10964,107255,2025-08-06,15,1,5,3,56.92,22.14,0.15
19605,112931,2026-05-27,11,4,5,1,44.11,14.21,0.05
6751,104478,2024-08-11,3,3,4,2,55.43,18.92,0.05
7176,104762,2024-04-14,8,2,4,1,50.63,18.57,0.1
13506,108925,2025-03-13,4,2,4,1,93.37,33.03,0.0
7452,104952,2025-03-04,15,3,2,1,61.57,21.69,0.0
7794,105167,2024-10-05,10,1,2,1,67.06,22.59,0.0
997,100659,2025-12-21,15,3,4,2,60.61,23.42,0.1
5599,103716,2026-04-11,1,2,4,2,68.64,27.66,0.1
650,100426,2024-10-29,5,5,5,1,102.19,40.08,0.05
5306,103533,2024-10-22,5,3,4,1,95.14,38.38,0.05
21554,114230,2024-12-15,11,5,4,1,43.61,13.13,0.2
9406,106232,2024-11-24,1,5,3,2,71.66,24.75,0.05
18360,112111,2025-09-09,2,1,3,1,113.71,46.15,0.0
3129,102090,2026-03-01,12,2,4,4,81.32,29.75,0.05
21037,113879,2026-03-30,8,2,4,3,52.47,20.96,0.05
9771,106474,2024-07-07,7,4,5,2,46.73,17.62,0.05
1490,100987,2026-04-11,11,4,4,1,44.53,14.25,0.05
739,100491,2024-12-16,3,1,4,1,51.3,19.8,0.0
3126,102088,2026-02-17,7,2,2,1,47.28,19.25,0.05
20681,113644,2026-05-12,8,3,1,1,51.73,20.35,0.0
2735,101830,2025-02-06,5,3,4,1,92.98,40.24,0.0
1262,100830,2026-06-13,5,2,5,2,99.07,42.05,0.05
6864,104562,2026-04-25,5,1,3,1,103.26,41.14,0.05
3483,102333,2025-01-03,12,3,5,1,84.35,27.39,0.1
11077,107329,2024-08-22,8,5,4,1,54.07,18.74,0.15
9367,106209,2025-07-15,13,1,4,1,59.37,19.85,0.05
20900,113791,2025-08-31,7,1,5,1,47.25,18.3,0.1
19723,113008,2025-05-20,2,2,4,3,122.32,45.98,0.05
11179,107393,2026-01-31,9,4,5,1,77.51,29.83,0.0
19897,113124,2024-11-20,12,1,2,2,87.39,27.03,0.15
22065,114559,2024-12-17,13,2,5,2,61.14,19.55,0.0
4975,103311,2026-05-16,13,2,3,2,61.92,21.07,0.05
5935,103936,2026-07-10,8,3,4,2,49.5,20.93,0.05
20787,113713,2025-07-26,4,2,3,1,93.11,34.07,0.0
2153,101442,2024-10-24,12,3,4,1,84.78,27.33,0.0
20369,113442,2025-08-18,11,3,4,1,46.53,13.47,0.1
335,100212,2025-05-16,13,2,5,1,58.85,20.68,0.0
14788,109754,2024-07-11,14,5,3,1,29.94,9.47,0.2
6537,104341,2024-08-30,10,2,4,1,61.24,22.87,0.1
11899,107882,2025-09-19,2,2,4,2,118.35,46.41,0.0
8710,105770,2026-03-10,11,3,5,1,46.4,13.85,0.1
21128,113940,2024-01-23,2,1,4,1,122.71,41.71,0.05
10946,107242,2026-07-28,13,2,4,1,57.67,20.98,0.1
15528,110243,2026-08-02,13,4,2,3,59.4,21.34,0.0
17965,111844,2025-12-29,3,3,2,1,53.41,20.07,0.05
17809,111732,2025-09-04,15,1,2,2,60.16,22.27,0.05
6518,104326,2025-12-07,1,3,5,2,68.62,27.44,0.05
13045,108630,2026-06-24,8,4,4,1,52.5,20.4,0.0
9898,106566,2025-02-06,6,1,5,1,82.97,30.96,0.15
8591,105691,2024-01-02,14,4,2,1,29.37,9.5,0.0
20103,113263,2024-09-19,7,1,4,1,50.67,17.2,0.05
16008,110547,2025-06-29,3,1,3,1,54.88,19.8,0.1
14583,109618,2026-05-27,2,3,5,2,117.37,47.88,0.05
5911,103919,2026-08-27,1,1,5,1,65.93,27.35,0.0
3257,102176,2025-12-14,15,1,5,1,60.49,22.76,0.15
8930,105924,2025-10-28,9,1,4,1,74.75,28.66,0.1
3255,102174,2024-12-12,2,1,5,1,115.51,43.64,0.15
21377,114109,2025-11-23,4,3,4,1,91.24,34.19,0.1
10282,106821,2026-07-13,9,2,4,2,70.37,29.5,0.05
16467,110865,2025-10-09,13,1,2,1,62.15,20.07,0.1
15641,110319,2026-05-23,6,3,5,1,79.46,33.8,0.05
11204,107409,2026-06-16,7,2,4,1,51.7,19.52,0.05
10222,106781,2024-07-30,8,1,2,1,52.45,19.38,0.05
15809,110425,2025-06-21,1,2,4,1,69.3,25.78,0.05
18321,112083,2026-03-13,15,1,5,1,62.19,22.59,0.05
2120,101416,2024-10-15,2,1,1,1,112.87,43.04,0.05
6780,104503,2025-12-22,3,3,2,2,56.91,20.68,0.05
452,100290,2024-04-16,9,1,5,1,70.44,27.08,0.0
22064,114558,2025-02-25,13,5,5,1,56.46,19.71,0.05
1699,101134,2026-06-21,14,1,2,3,30.32,10.71,0.1
14738,109720,2025-07-06,5,4,4,1,93.93,41.37,0.0
11636,107705,2025-12-31,13,1,4,2,56.65,20.45,0.05
5672,103764,2024-09-24,9,1,3,1,77.22,27.89,0.1
12120,108029,2026-05-23,4,1,5,1,91.02,33.52,0.15
6966,104630,2024-01-07,6,1,4,1,82.52,29.83,0.0
10512,106956,2025-07-16,1,1,3,1,65.05,25.88,0.05
3841,102547,2024-11-05,2,3,4,1,124.56,44.86,0.0
7031,104672,2026-06-19,1,1,2,1,71.9,27.62,0.05
912,100604,2025-06-12,9,1,5,2,71.96,29.46,0.15
14719,109707,2026-07-15,15,1,2,2,62.13,24.14,0.15
14303,109436,2025-09-11,14,3,4,1,28.44,10.49,0.0
20026,113208,2026-04-09,8,4,2,1,53.91,20.17,0.05
19855,113094,2025-05-21,1,3,2,3,71.58,26.63,0.05
10129,106723,2024-01-27,7,5,4,1,49.23,17.44,0.2
21584,114253,2026-03-11,2,1,2,2,117.19,45.67,0.15
4835,103213,2024-11-03,8,2,2,2,53.04,18.69,0.0
15855,110452,2025-09-24,12,1,2,1,86.61,28.77,0.05
20673,113639,2024-04-23,1,3,2,2,72.25,25.15,0.1
20090,113254,2026-07-10,5,3,4,1,97.76,41.39,0.1
19614,112936,2025-11-13,2,1,5,1,120.43,45.86,0.15
9099,106027,2024-12-22,2,5,5,4,114.93,42.63,0.05
22008,114525,2024-12-17,15,5,4,1,58.45,22.31,0.05
12354,108181,2024-07-22,9,1,3,2,76.66,28.46,0.1
8937,105927,2025-08-16,9,2,4,1,77.76,29.23,0.1
15299,110098,2024-06-21,4,4,4,1,86.36,32.31,0.0
20135,113288,2024-04-03,1,1,4,1,69.9,24.74,0.05
2715,101819,2026-04-29,9,5,4,1,75.77,30.15,0.05
3397,102275,2026-04-08,10,3,5,1,63.63,24.2,0.05
12770,108453,2025-12-08,7,1,2,1,50.55,18.36,0.15
134,100086,2025-02-28,14,2,2,1,28.62,9.84,0.0
4247,102814,2025-04-28,8,4,5,1,51.31,19.63,0.0
13584,108975,2026-06-10,11,1,4,1,44.12,13.54,0.05
2343,101561,2026-02-20,1,2,2,2,71.83,26.29,0.05
18437,112159,2025-01-10,9,2,2,1,73.02,27.82,0.1
15357,110137,2025-10-06,3,3,5,1,56.56,20.0,0.1
18283,112058,2025-11-23,8,1,4,1,51.3,20.72,0.15
5529,103670,2025-12-05,9,3,4,2,76.96,29.24,0.1
36,100024,2026-05-01,12,2,2,2,79.94,28.7,0.05
22427,114792,2024-05-23,11,2,2,2,46.41,12.48,0.05
4069,102701,2024-02-24,13,1,2,1,58.93,18.61,0.05
21186,113981,2025-05-03,7,5,1,1,51.46,17.82,0.1
12779,108459,2025-01-13,5,1,4,1,97.56,39.94,0.1
6545,104347,2025-02-13,14,1,2,3,28.35,10.15,0.15
1944,101295,2024-07-04,9,4,3,2,71.48,28.02,0.05
3296,102200,2024-03-19,7,2,2,3,48.06,16.69,0.0
13119,108680,2025-08-25,15,2,1,1,58.19,22.34,0.05
8866,105884,2024-12-14,1,1,4,2,69.38,26.09,0.05
3821,102536,2025-03-06,6,1,4,1,78.94,31.89,0.1
2251,101509,2026-06-07,7,1,5,4,46.94,19.36,0.05
7959,105270,2024-02-08,8,1,1,2,50.24,18.41,0.15
21503,114196,2025-10-01,13,3,4,2,59.38,21.15,0.05
17526,111554,2024-11-14,6,1,4,1,77.63,30.93,0.1
16585,110938,2026-04-20,9,1,4,1,72.81,30.35,0.05
18004,111872,2024-06-06,6,3,3,1,79.55,30.03,0.1
9365,106207,2025-08-16,5,2,2,1,97.61,41.15,0.0
19998,113189,2025-08-21,15,1,5,3,60.0,22.74,0.15
12189,108073,2024-05-29,12,4,4,1,79.94,27.48,0.05
22185,114636,2026-03-12,3,5,4,1,54.0,20.32,0.2
6538,104342,2024-01-03,8,2,2,1,52.97,18.24,0.1
18965,112516,2025-05-26,15,1,4,1,60.06,22.18,0.05
19655,112961,2025-11-14,12,1,4,1,83.08,28.87,0.05
19681,112982,2026-03-27,14,3,3,2,29.69,10.79,0.0
19045,112572,2024-10-30,3,5,2,1,56.84,18.69,0.05
14121,109318,2026-05-28,8,1,4,1,50.19,20.0,0.05
14510,109572,2026-06-03,5,3,2,1,103.82,41.36,0.1
3489,102336,2026-08-02,8,2,3,1,53.2,20.34,0.0
3403,102279,2026-05-17,15,3,4,1,57.22,23.35,0.0
18958,112510,2026-08-12,4,5,4,1,85.9,34.33,0.2
1428,100946,2026-06-25,11,4,5,3,42.09,13.74,0.05
17695,111654,2026-02-12,8,5,5,1,52.71,20.79,0.15
5344,103557,2024-02-03,2,5,5,1,112.06,43.33,0.2
961,100638,2026-07-11,5,2,4,2,101.1,43.35,0.1
2519,101678,2025-01-12,8,3,4,1,52.12,19.4,0.05
12055,107990,2026-03-13,12,5,3,1,82.85,29.62,0.1
14116,109313,2025-05-02,14,1,1,1,30.19,10.27,0.15
15539,110250,2024-05-30,1,1,4,1,70.33,24.34,0.1
4936,103286,2024-06-09,8,1,4,1,54.66,19.25,0.05
22174,114629,2025-04-25,11,4,4,1,45.3,13.57,0.05
7556,105017,2025-02-09,13,4,5,1,61.27,19.88,0.0
10002,106635,2026-04-09,8,1,5,2,49.75,20.75,0.15
7919,105244,2024-02-29,10,3,3,1,61.48,22.49,0.1
13796,109113,2026-02-11,13,2,5,1,62.0,20.89,0.05
2214,101482,2024-09-05,10,2,5,1,65.73,22.8,0.05
20379,113448,2024-03-03,13,3,4,1,61.67,19.02,0.1
12141,108041,2025-12-15,15,1,3,2,58.51,22.67,0.0
3473,102327,2024-01-03,6,1,3,4,75.26,29.74,0.0
15766,110397,2024-12-24,3,5,5,1,52.07,19.8,0.1
8944,105932,2025-11-18,12,3,4,1,80.24,28.81,0.1
14557,109602,2024-01-24,10,5,2,1,64.69,21.62,0.15
12554,108312,2025-06-26,15,4,4,1,61.01,22.38,0.0
3211,102147,2024-10-23,8,2,5,1,49.93,19.43,0.05
14000,109242,2026-02-15,8,1,3,1,54.54,20.03,0.15
15934,110502,2025-12-06,2,1,2,1,119.54,44.5,0.05
3726,102481,2024-01-05,7,4,3,1,48.39,17.16,0.0
18209,112012,2025-03-21,7,2,3,1,49.98,18.33,0.05
8285,105489,2025-12-22,11,3,4,1,44.17,13.89,0.1
17979,111853,2025-05-13,8,1,4,1,49.23,20.21,0.15
10886,107204,2026-06-11,15,1,2,1,62.28,23.12,0.0
18674,112308,2024-05-12,15,2,4,1,56.51,21.96,0.05
19678,112980,2025-05-21,3,1,5,1,53.82,19.7,0.05
2405,101599,2025-01-01,15,2,4,1,55.78,22.59,0.0
18777,112382,2025-08-29,11,1,5,1,46.47,13.69,0.0
19963,113163,2026-03-08,10,2,1,1,65.87,24.97,0.1
17917,111810,2026-08-20,14,1,3,1,30.38,10.97,0.15
1941,101294,2026-07-22,13,2,4,2,57.65,20.67,0.0
4631,103074,2024-10-20,7,1,4,2,49.26,17.1,0.1
12342,108172,2024-03-12,10,2,1,1,61.9,22.4,0.05
21122,113936,2025-05-08,10,1,5,1,65.39,22.78,0.15
21457,114164,2024-11-01,7,2,4,1,48.99,18.21,0.05
10841,107178,2024-10-09,7,2,5,1,50.26,17.52,0.0
6092,104046,2026-02-06,12,5,2,1,84.0,28.95,0.15
21238,114011,2024-12-09,8,2,4,1,49.74,18.82,0.05
10228,106785,2025-10-10,13,3,4,1,57.44,20.71,0.1
22665,114948,2025-01-25,1,5,4,1,65.07,26.39,0.1
21147,113954,2025-11-15,11,3,5,2,42.94,13.26,0.1
8658,105737,2025-10-23,5,5,5,1,96.06,40.96,0.05
8958,105943,2026-05-27,14,2,4,1,29.27,10.79,0.1
13552,108955,2024-07-15,7,3,4,2,50.36,17.85,0.1
3617,102421,2026-03-08,11,1,5,1,45.87,13.69,0.1
7629,105056,2026-05-08,2,1,5,1,121.0,47.4,0.1
11290,107471,2025-05-23,3,5,4,1,54.1,19.23,0.15
20185,113317,2025-03-19,1,2,2,1,69.29,25.17,0.1
3735,102487,2025-09-30,9,3,4,1,73.94,29.22,0.05
2517,101676,2025-10-27,10,1,4,1,63.55,23.99,0.1
8293,105496,2026-06-29,13,1,2,1,59.68,21.75,0.0
8122,105375,2026-08-08,2,5,5,1,117.08,46.25,0.05
5136,103419,2025-05-13,15,5,5,1,59.28,21.78,0.15
7279,104837,2024-10-28,4,1,3,1,92.43,32.41,0.0
2885,101931,2026-05-20,11,4,2,1,44.24,13.75,0.0
10163,106744,2026-08-29,15,5,2,2,59.77,23.01,0.05
6445,104276,2024-03-09,12,3,4,1,81.31,26.89,0.05
5550,103684,2024-08-22,15,3,4,2,59.63,21.21,0.0
275,100174,2025-12-11,4,1,4,1,85.82,33.76,0.0
16560,110921,2026-06-29,14,2,5,1,30.91,10.29,0.0
4345,102876,2025-07-20,12,3,4,1,84.55,28.74,0.1
15264,110072,2025-11-12,14,4,4,1,28.47,10.28,0.0
8648,105729,2026-05-03,7,5,4,1,48.4,19.36,0.2
1669,101113,2026-06-05,14,4,4,1,28.52,10.46,0.0
21758,114371,2024-11-24,14,1,4,1,28.39,9.72,0.1
9459,106271,2025-11-29,14,5,5,1,29.29,10.32,0.05
4032,102674,2025-05-22,7,1,4,1,50.85,18.31,0.15
16868,111119,2025-05-08,12,1,2,1,87.33,27.6,0.05
16638,110971,2024-09-26,4,2,5,2,86.71,32.28,0.1
21239,114011,2024-12-09,14,2,4,1,30.99,10.1,0.05
1339,100888,2025-01-09,1,5,4,1,70.58,25.16,0.15
354,100225,2026-02-27,14,1,4,1,30.93,10.66,0.0
3114,102080,2024-08-02,14,2,4,2,30.06,9.73,0.1
22353,114741,2025-08-14,6,5,4,1,78.22,31.41,0.15
2172,101457,2026-06-02,11,3,2,1,43.4,14.22,0.05
11324,107497,2026-08-14,11,4,1,1,46.37,14.29,0.0
3822,102536,2025-03-06,13,1,4,1,60.5,20.63,0.0
17410,111480,2024-12-07,5,4,3,1,96.68,40.8,0.05
22359,114746,2025-02-07,7,4,4,1,48.95,17.57,0.0
14225,109384,2026-07-04,15,2,5,1,60.39,23.3,0.1
6062,104028,2026-06-14,11,2,4,1,46.08,13.82,0.0
19320,112749,2026-05-09,4,2,4,1,85.63,33.86,0.05
3746,102495,2024-11-16,12,2,5,1,82.18,27.82,0.05
18780,112384,2024-04-26,5,1,3,1,98.3,37.37,0.0
16764,111055,2025-10-21,5,5,4,2,101.7,41.67,0.05
17584,111590,2026-08-30,11,5,5,1,46.52,14.19,0.2
11178,107392,2025-07-05,9,2,5,1,69.82,29.09,0.05
1806,101202,2024-08-28,3,2,4,2,53.35,19.46,0.05
8389,105560,2026-01-08,14,3,5,1,28.31,10.62,0.05
10996,107278,2024-08-14,1,4,5,2,68.3,25.48,0.0
994,100657,2025-04-16,11,5,3,1,43.84,13.1,0.1
11302,107480,2026-03-20,9,3,5,2,69.89,30.21,0.1
4448,102950,2025-05-31,3,2,4,1,57.02,19.14,0.05
8820,105851,2026-06-23,13,1,1,1,58.66,20.74,0.1
19479,112853,2025-05-03,2,5,4,1,114.36,45.17,0.2
11492,107613,2026-01-24,4,1,2,1,87.94,34.06,0.1
483,100311,2026-06-19,15,4,4,1,56.21,23.52,0.05
17996,111865,2024-01-23,8,2,5,1,54.73,18.35,0.1
10691,107074,2024-09-11,14,4,5,1,30.92,9.8,0.05
18539,112220,2024-02-06,15,4,4,2,56.04,21.28,0.0
13635,109008,2026-05-26,9,3,4,1,74.66,30.01,0.05
2091,101394,2025-06-06,5,3,5,1,103.68,41.43,0.0
5216,103476,2025-09-30,1,5,2,1,70.63,27.14,0.05
19435,112825,2026-07-28,7,2,4,1,46.89,19.21,0.0
9073,106008,2025-07-20,10,5,5,1,61.36,23.49,0.05
12452,108241,2026-03-06,1,4,5,1,65.79,27.69,0.0
9072,106008,2025-07-20,5,5,5,1,98.69,41.77,0.15
140,100090,2025-12-30,1,2,2,3,68.37,26.98,0.0
13087,108657,2024-02-13,13,3,1,1,59.23,18.54,0.1
17021,111218,2026-01-17,13,2,2,1,59.96,21.2,0.05
21842,114422,2026-03-20,4,1,4,1,84.77,35.24,0.15
16598,110948,2025-02-19,5,5,4,3,96.55,40.13,0.15
2267,101517,2024-04-18,5,1,4,1,100.33,38.04,0.0
17282,111393,2024-04-18,10,1,3,1,62.57,22.86,0.0
10205,106769,2025-01-09,1,2,1,1,72.35,25.84,0.1
1828,101220,2026-02-01,14,2,4,1,28.8,10.43,0.05
9023,105981,2024-09-13,7,5,5,2,46.55,17.25,0.15
6959,104623,2025-03-11,12,2,2,1,88.22,28.6,0.1
5534,103673,2025-06-26,7,1,5,3,47.76,18.03,0.1
4014,102662,2026-06-23,13,2,2,1,60.3,20.72,0.05
4973,103310,2024-04-09,2,2,4,3,113.11,42.91,0.05
10323,106844,2025-08-08,7,2,5,1,51.01,18.2,0.0
15924,110496,2024-07-03,13,1,4,1,59.98,19.35,0.05
22544,114876,2025-09-28,15,4,4,2,59.87,22.07,0.05
13337,108816,2025-03-02,12,1,3,2,80.48,28.6,0.05
20780,113708,2025-01-08,1,1,1,2,65.67,25.58,0.15
11192,107401,2025-03-10,11,4,4,3,45.68,13.5,0.05
1612,101076,2024-04-24,1,3,4,1,69.03,24.39,0.0
18383,112126,2025-04-18,2,1,5,2,118.36,43.29,0.1
853,100565,2026-01-19,7,2,2,1,47.75,18.08,0.1
7287,104844,2024-05-03,15,1,5,1,59.05,21.28,0.05
2555,101707,2025-04-15,7,5,4,1,47.55,18.26,0.2
11308,107485,2025-08-29,12,2,2,1,87.81,28.03,0.0
3107,102076,2025-09-20,11,2,3,3,41.97,13.53,0.1
13056,108638,2024-12-05,9,3,2,1,76.05,28.85,0.1
20124,113278,2025-02-14,3,5,4,1,51.9,19.19,0.15
14119,109316,2024-08-21,14,3,2,1,30.17,9.91,0.0
4506,102987,2024-08-03,9,2,5,1,71.08,28.3,0.05
22641,114936,2025-10-29,6,2,5,1,80.29,31.79,0.05
18700,112326,2025-09-10,15,2,2,1,61.42,22.46,0.05
16443,110848,2025-11-14,15,3,4,1,59.07,23.13,0.05
9321,106175,2025-12-09,6,1,4,1,81.37,33.44,0.1
3487,102335,2025-06-17,13,4,4,1,61.0,20.39,0.0
15309,110105,2026-08-17,8,4,2,1,54.28,20.99,0.05
15826,110434,2026-07-28,2,3,4,1,124.59,45.93,0.1
6843,104544,2025-12-28,10,4,5,2,65.09,23.81,0.05
18009,111875,2024-03-13,4,4,5,1,88.49,31.09,0.0
1769,101179,2026-06-29,12,1,2,1,87.78,29.3,0.1
5457,103628,2024-12-25,14,2,4,1,27.85,9.94,0.05
7370,104894,2024-07-09,4,2,1,1,89.01,30.87,0.0
1244,100820,2026-05-30,13,4,3,1,59.23,20.77,0.0
13898,109179,2025-05-15,14,3,4,1,30.47,10.4,0.1
13176,108714,2024-04-01,8,4,5,1,54.74,19.15,0.0
804,100529,2024-03-17,6,1,5,1,75.01,30.99,0.0
3753,102498,2025-11-04,11,4,2,2,44.37,13.49,0.0
15226,110048,2026-07-21,7,2,4,1,49.28,19.3,0.0
8248,105462,2025-12-25,8,5,4,1,53.25,20.32,0.2
17207,111343,2026-02-11,9,4,4,2,76.51,29.7,0.05
9531,106318,2025-02-21,7,5,4,1,50.86,18.08,0.1
9596,106363,2025-02-01,13,2,2,1,58.94,20.33,0.1
17783,111718,2026-02-22,15,2,4,1,58.35,23.21,0.0
18982,112529,2026-05-01,1,1,2,1,71.15,27.73,0.15
21707,114334,2024-06-13,7,1,4,1,46.5,16.91,0.15
17332,111426,2024-03-18,2,1,5,1,115.11,42.59,0.1
8145,105390,2025-05-19,14,1,2,1,29.16,9.89,0.0
3170,102119,2024-11-08,8,5,2,1,54.31,19.44,0.2
10819,107165,2025-11-29,9,3,1,1,70.02,30.15,0.1
4852,103224,2025-04-07,12,3,4,1,85.5,28.63,0.0
15063,109932,2026-04-05,12,3,3,1,83.77,29.36,0.1
1982,101322,2024-08-10,13,1,4,1,61.73,19.89,0.1
13409,108864,2024-02-04,15,2,2,1,56.47,21.28,0.0
2584,101729,2024-01-11,3,3,4,1,54.6,18.39,0.0
12549,108308,2026-02-16,3,5,2,1,51.93,19.97,0.2
8020,105311,2026-02-11,13,3,5,1,62.2,21.37,0.1
18667,112304,2026-03-25,4,4,4,2,85.48,33.33,0.05
14413,109508,2026-07-27,11,3,2,1,45.97,13.63,0.1
13975,109227,2026-05-31,9,1,4,2,74.81,29.7,0.1
15620,110306,2025-01-31,6,3,4,1,78.99,31.31,0.05
15531,110244,2025-09-24,5,3,4,1,94.15,41.74,0.05
1573,101045,2025-08-12,4,1,5,1,89.4,33.48,0.05
20432,113480,2025-12-02,14,5,2,1,29.09,10.27,0.1
17621,111612,2024-02-22,10,1,3,1,64.32,22.63,0.1
13714,109060,2024-08-25,11,4,4,1,43.68,12.55,0.0
13343,108820,2026-05-27,11,5,5,1,45.77,13.63,0.1
16980,111194,2025-01-20,15,1,2,1,58.93,21.84,0.0
2196,101472,2026-06-29,2,3,1,3,120.68,46.96,0.05
16697,111008,2024-02-04,1,1,4,1,68.67,24.53,0.1
5175,103446,2024-09-14,6,3,5,2,81.54,31.63,0.0
8978,105953,2026-04-06,3,5,1,1,56.46,19.96,0.15
16765,111056,2024-10-02,8,2,2,2,53.65,18.9,0.05
4394,102908,2024-03-18,3,1,5,1,54.8,18.71,0.1
16277,110736,2025-02-25,13,2,4,1,58.73,20.05,0.0
13474,108905,2024-09-25,14,2,5,2,28.44,9.99,0.05
1078,100716,2026-06-07,10,4,4,1,66.15,25.08,0.05
20067,113237,2025-02-07,5,1,3,1,100.31,40.25,0.0
2154,101443,2025-10-11,8,3,4,3,54.69,19.57,0.0
9129,106045,2026-05-10,4,4,4,1,87.14,35.35,0.0
3266,102183,2025-07-19,14,1,4,1,30.3,10.42,0.15
398,100257,2026-07-19,4,5,4,2,90.89,34.14,0.05
14108,109307,2024-11-03,8,1,5,1,49.28,19.67,0.1
12724,108424,2024-11-07,10,1,4,1,64.15,23.07,0.15
3389,102269,2025-02-08,7,3,3,1,48.59,17.5,0.1
2151,101441,2025-03-03,15,5,2,1,57.86,21.62,0.2
12886,108530,2024-08-15,4,4,4,2,83.76,30.98,0.05
15763,110396,2025-01-31,13,2,4,1,58.54,20.44,0.0
17024,111219,2025-04-27,8,2,4,1,53.65,19.08,0.0
10192,106760,2026-04-29,5,2,4,1,96.54,42.81,0.05
2266,101517,2024-04-18,12,1,4,2,83.63,26.18,0.0
8352,105534,2026-06-08,13,1,4,2,55.78,20.97,0.0
18500,112192,2026-03-09,14,3,1,2,29.45,10.72,0.0
4700,103121,2024-05-06,12,2,5,1,86.3,26.62,0.05
17886,111787,2025-08-13,8,3,1,2,50.36,19.72,0.1
18111,111949,2024-12-18,11,1,3,2,46.64,13.05,0.05
20526,113543,2024-02-29,12,1,2,1,81.33,27.01,0.05
