id_orcamento,mes_referencia,id_produto,id_canal,id_regiao,quantidade_orcada,receita_orcada,custo_orcado,margem_orcada
2038,2024-08-01,11,4,4,4,186.92,52.85,134.07
2039,2024-08-01,11,4,5,2,85.02,26.42,58.6
2040,2024-08-01,11,5,4,4,166.55,56.36,110.19
2041,2024-08-01,11,5,5,1,36.3,11.96,24.34
2042,2024-08-01,12,1,2,5,331.87,125.71,206.16
2043,2024-08-01,12,1,4,8,643.8,228.08,415.72
2044,2024-08-01,12,1,5,3,183.93,68.66,115.27
2045,2024-08-01,12,2,2,3,245.17,80.18,164.99
2046,2024-08-01,12,2,4,9,682.61,234.74,447.87
2047,2024-08-01,12,2,5,4,294.72,103.07,191.65
2048,2024-08-01,12,3,1,1,96.91,30.56,66.35
2049,2024-08-01,12,3,2,1,88.36,29.67,58.69
2050,2024-08-01,12,3,3,1,83.12,27.94,55.18
2051,2024-08-01,12,3,4,3,224.8,74.3,150.5
2052,2024-08-01,12,3,5,2,162.24,55.99,106.25
2053,2024-08-01,12,4,1,2,183.91,64.19,119.72
2054,2024-08-01,12,4,2,3,265.27,87.65,177.62
2055,2024-08-01,12,4,4,1,84.41,28.19,56.22
2056,2024-08-01,12,4,5,1,79.12,27.59,51.53
2057,2024-08-01,12,5,2,4,314.08,103.12,210.96
2058,2024-08-01,12,5,4,7,502.86,197.35,305.51
2059,2024-08-01,13,1,1,1,53.77,19.72,34.05
2060,2024-08-01,13,1,2,9,521.98,167.18,354.8
2061,2024-08-01,13,1,4,8,460.02,161.83,298.19
2062,2024-08-01,13,1,5,1,45.79,18.0,27.79
2063,2024-08-01,13,2,2,1,60.5,19.31,41.19
2064,2024-08-01,13,2,4,2,108.35,36.84,71.51
2065,2024-08-01,13,2,5,4,209.59,73.82,135.77
2066,2024-08-01,13,3,3,2,120.47,39.15,81.32
2067,2024-08-01,13,3,4,3,161.44,56.17,105.27
2068,2024-08-01,13,3,5,2,108.73,37.64,71.09
2069,2024-08-01,13,4,1,1,73.32,23.04,50.28
2070,2024-08-01,13,4,2,2,122.87,42.49,80.38
2071,2024-08-01,13,4,3,1,58.67,19.29,39.38
2072,2024-08-01,13,4,5,2,115.77,41.62,74.15
2073,2024-08-01,13,5,2,2,107.81,39.53,68.28
2074,2024-08-01,13,5,4,1,42.08,16.69,25.39
2075,2024-08-01,13,5,5,6,286.61,108.14,178.47
2076,2024-08-01,14,1,1,1,27.88,9.43,18.45
2077,2024-08-01,14,1,2,4,104.7,34.94,69.76
2078,2024-08-01,14,1,3,1,23.49,9.13,14.36
2079,2024-08-01,14,1,4,6,152.88,57.84,95.04
2080,2024-08-01,14,1,5,4,98.9,35.35,63.55
2081,2024-08-01,14,2,1,1,29.0,10.22,18.78
2082,2024-08-01,14,2,2,1,29.4,10.01,19.39
2083,2024-08-01,14,2,4,8,225.21,80.65,144.56
2084,2024-08-01,14,2,5,2,55.41,19.02,36.39
2085,2024-08-01,14,3,2,2,65.27,21.03,44.24
2086,2024-08-01,14,3,4,7,196.54,66.85,129.69
2087,2024-08-01,14,3,5,3,85.87,30.41,55.46
2088,2024-08-01,14,4,4,6,173.24,59.31,113.93
2089,2024-08-01,14,4,5,2,58.63,19.25,39.38
2090,2024-08-01,14,5,1,3,77.36,30.14,47.22
2091,2024-08-01,14,5,2,1,23.66,9.73,13.93
2092,2024-08-01,14,5,4,3,89.13,34.78,54.35
2093,2024-08-01,14,5,5,1,25.66,8.86,16.8
2094,2024-08-01,15,1,1,1,51.31,21.05,30.26
2095,2024-08-01,15,1,2,7,424.42,157.45,266.97
2096,2024-08-01,15,1,3,3,147.0,58.6,88.4
2097,2024-08-01,15,1,4,5,276.1,115.17,160.93
2098,2024-08-01,15,2,2,2,109.57,45.43,64.14
2099,2024-08-01,15,2,3,2,114.24,41.22,73.02
2100,2024-08-01,15,2,4,7,375.26,141.14,234.12
2101,2024-08-01,15,2,5,4,221.75,78.67,143.08
2102,2024-08-01,15,3,1,6,303.55,122.2,181.35
2103,2024-08-01,15,3,2,6,352.4,133.01,219.39
2104,2024-08-01,15,3,4,8,435.45,157.22,278.23
2105,2024-08-01,15,3,5,2,109.63,43.95,65.68
2106,2024-08-01,15,4,1,7,381.47,145.84,235.63
2107,2024-08-01,15,4,4,7,395.86,150.61,245.25
2108,2024-08-01,15,4,5,1,59.58,21.69,37.89
2109,2024-08-01,15,5,2,1,50.48,21.52,28.96
2110,2024-08-01,15,5,4,7,374.41,160.4,214.01
2111,2024-08-01,15,5,5,3,137.62,58.81,78.81
2112,2024-09-01,1,1,2,3,184.96,71.37,113.59
2113,2024-09-01,1,1,3,2,121.19,47.87,73.32
2114,2024-09-01,1,1,4,8,499.04,194.34,304.7
2115,2024-09-01,1,1,5,2,123.04,45.98,77.06
2116,2024-09-01,1,2,3,3,168.8,70.1,98.7
2117,2024-09-01,1,2,4,8,566.9,210.41,356.49
2118,2024-09-01,1,2,5,4,270.43,96.95,173.48
2119,2024-09-01,1,3,1,1,70.16,29.38,40.78
2120,2024-09-01,1,3,2,1,69.86,28.66,41.2
2121,2024-09-01,1,3,3,1,67.49,26.62,40.87
2122,2024-09-01,1,3,4,8,522.25,202.64,319.61
2123,2024-09-01,1,3,5,3,208.01,76.77,131.24
2124,2024-09-01,1,4,1,6,398.36,146.47,251.89
2125,2024-09-01,1,4,3,4,296.47,105.69,190.78
2126,2024-09-01,1,4,4,2,141.65,49.39,92.26
2127,2024-09-01,1,4,5,1,74.4,26.26,48.14
2128,2024-09-01,1,5,3,1,57.69,25.24,32.45
2129,2024-09-01,1,5,4,7,414.25,158.35,255.9
2130,2024-09-01,1,5,5,3,169.95,71.67,98.28
2131,2024-09-01,2,1,1,3,317.01,132.21,184.8
2132,2024-09-01,2,1,2,5,569.67,196.66,373.01
2133,2024-09-01,2,1,3,2,182.33,74.94,107.39
2134,2024-09-01,2,1,4,5,499.49,214.64,284.85
2135,2024-09-01,2,1,5,4,391.29,151.64,239.65
2136,2024-09-01,2,2,1,2,231.13,92.85,138.28
2137,2024-09-01,2,2,3,5,542.37,211.97,330.4
2138,2024-09-01,2,2,4,8,917.44,355.23,562.21
2139,2024-09-01,2,2,5,2,201.38,78.87,122.51
2140,2024-09-01,2,3,4,5,534.51,205.96,328.55
2141,2024-09-01,2,3,5,1,107.62,41.48,66.14
2142,2024-09-01,2,4,2,5,504.44,194.56,309.88
2143,2024-09-01,2,4,3,3,365.75,135.11,230.64
2144,2024-09-01,2,4,4,2,243.59,84.06,159.53
2145,2024-09-01,2,4,5,1,118.43,45.13,73.3
2146,2024-09-01,2,5,2,4,428.72,170.5,258.22
2147,2024-09-01,2,5,4,6,560.16,239.72,320.44
2148,2024-09-01,2,5,5,4,353.4,152.9,200.5
2149,2024-09-01,3,1,1,4,198.29,75.99,122.3
2150,2024-09-01,3,1,2,3,142.36,54.06,88.3
2151,2024-09-01,3,1,3,3,126.36,50.7,75.66
2152,2024-09-01,3,1,4,4,187.51,66.61,120.9
2153,2024-09-01,3,1,5,3,133.01,48.68,84.33
2154,2024-09-01,3,2,4,2,92.31,35.05,57.26
2155,2024-09-01,3,2,5,1,52.68,18.58,34.1
2156,2024-09-01,3,3,2,1,51.92,20.47,31.45
2157,2024-09-01,3,3,4,11,584.42,209.93,374.49
2158,2024-09-01,3,4,2,3,187.86,63.41,124.45
2159,2024-09-01,3,4,3,6,329.72,123.58,206.14
2160,2024-09-01,3,4,4,8,442.65,157.68,284.97
2161,2024-09-01,3,4,5,4,213.36,78.23,135.13
2162,2024-09-01,3,5,2,1,52.99,19.48,33.51
2163,2024-09-01,3,5,4,4,186.02,69.08,116.94
2164,2024-09-01,3,5,5,1,44.0,17.74,26.26
2165,2024-09-01,4,1,1,3,236.74,88.56,148.18
2166,2024-09-01,4,1,2,8,627.25,247.07,380.18
2167,2024-09-01,4,1,3,1,79.54,28.04,51.5
2168,2024-09-01,4,1,4,9,792.33,297.83,494.5
2169,2024-09-01,4,1,5,2,140.36,56.6,83.76
2170,2024-09-01,4,2,1,1,84.52,34.74,49.78
2171,2024-09-01,4,2,2,2,166.69,64.45,102.24
2172,2024-09-01,4,2,3,1,88.6,32.56,56.04
2173,2024-09-01,4,2,4,3,241.61,85.85,155.76
2174,2024-09-01,4,2,5,5,400.03,158.17,241.86
2175,2024-09-01,4,3,1,3,257.34,107.79,149.55
2176,2024-09-01,4,3,2,1,95.35,34.18,61.17
2177,2024-09-01,4,3,3,2,185.8,66.44,119.36
2178,2024-09-01,4,3,4,1,79.05,30.07,48.98
2179,2024-09-01,4,4,2,1,97.26,35.6,61.66
2180,2024-09-01,4,4,3,1,89.83,32.99,56.84
2181,2024-09-01,4,4,4,2,171.2,61.9,109.3
2182,2024-09-01,4,4,5,1,91.41,31.42,59.99
2183,2024-09-01,4,5,4,1,62.51,27.95,34.56
2184,2024-09-01,4,5,5,3,250.57,90.68,159.89
2185,2024-09-01,5,1,2,7,588.5,261.58,326.92
2186,2024-09-01,5,1,3,1,90.83,36.05,54.78
2187,2024-09-01,5,1,4,2,154.66,63.86,90.8
2188,2024-09-01,5,1,5,1,70.45,33.51,36.94
2189,2024-09-01,5,2,1,2,214.14,84.51,129.63
2190,2024-09-01,5,2,2,1,85.28,40.18,45.1
2191,2024-09-01,5,2,3,3,268.14,114.85,153.29
2192,2024-09-01,5,2,4,4,336.91,141.2,195.71
2193,2024-09-01,5,2,5,6,544.56,219.07,325.49
2194,2024-09-01,5,3,1,2,207.67,90.47,117.2
2195,2024-09-01,5,3,3,1,92.7,38.58,54.12
2196,2024-09-01,5,3,4,4,343.89,145.21,198.68
2197,2024-09-01,5,3,5,4,370.45,165.07,205.38
2198,2024-09-01,5,4,2,3,331.02,133.23,197.79
2199,2024-09-01,5,4,3,4,411.39,166.4,244.99
2200,2024-09-01,5,4,5,2,206.05,77.9,128.15
2201,2024-09-01,5,5,3,1,80.1,39.53,40.57
2202,2024-09-01,5,5,4,2,137.97,65.62,72.35
2203,2024-09-01,5,5,5,1,88.12,36.0,52.12
2204,2024-09-01,6,1,2,6,436.46,183.28,253.18
2205,2024-09-01,6,1,3,1,58.8,28.72,30.08
2206,2024-09-01,6,1,4,3,248.5,104.73,143.77
2207,2024-09-01,6,1,5,4,256.15,103.74,152.41
2208,2024-09-01,6,2,1,5,383.35,166.2,217.15
2209,2024-09-01,6,2,3,1,71.82,29.92,41.9
2210,2024-09-01,6,2,4,4,277.57,120.99,156.58
2211,2024-09-01,6,3,3,3,226.39,92.18,134.21
2212,2024-09-01,6,3,4,5,390.19,150.38,239.81
2213,2024-09-01,6,3,5,3,226.66,92.67,133.99
2214,2024-09-01,6,4,2,3,245.1,104.23,140.87
2215,2024-09-01,6,4,3,4,313.83,127.84,185.99
2216,2024-09-01,6,4,4,2,159.31,65.37,93.94
2217,2024-09-01,6,4,5,2,167.86,63.89,103.97
2218,2024-09-01,6,5,3,1,70.05,27.2,42.85
2219,2024-09-01,6,5,5,4,254.62,109.84,144.78
2220,2024-09-01,7,1,2,3,138.44,50.49,87.95
2221,2024-09-01,7,1,3,5,202.81,81.96,120.85
2222,2024-09-01,7,1,4,5,228.36,88.94,139.42
2223,2024-09-01,7,1,5,4,169.79,62.52,107.27
2224,2024-09-01,7,2,1,2,101.45,38.26,63.19
2225,2024-09-01,7,2,2,1,45.44,17.23,28.21
2226,2024-09-01,7,2,3,5,221.63,88.62,133.01
2227,2024-09-01,7,2,4,9,435.7,153.92,281.78
2228,2024-09-01,7,2,5,4,180.75,68.07,112.68
2229,2024-09-01,7,3,1,1,50.61,20.34,30.27
2230,2024-09-01,7,3,2,3,153.4,56.48,96.92
2231,2024-09-01,7,3,4,5,224.82,85.1,139.72
2232,2024-09-01,7,3,5,6,275.5,101.7,173.8
2233,2024-09-01,7,4,1,4,168.16,60.74,107.42
2234,2024-09-01,7,4,2,1,53.97,18.99,34.98
2235,2024-09-01,7,4,3,1,48.43,18.38,30.05
2236,2024-09-01,7,4,4,3,131.62,48.84,82.78
2237,2024-09-01,7,4,5,5,263.33,94.72,168.61
2238,2024-09-01,7,5,2,1,44.99,17.82,27.17
2239,2024-09-01,7,5,3,1,41.15,16.69,24.46
2240,2024-09-01,7,5,4,1,38.34,15.54,22.8
2241,2024-09-01,7,5,5,4,164.09,65.83,98.26
2242,2024-09-01,8,1,1,2,99.28,39.89,59.39
2243,2024-09-01,8,1,2,3,130.3,56.47,73.83
2244,2024-09-01,8,1,4,1,41.77,16.37,25.4
2245,2024-09-01,8,1,5,4,223.19,84.85,138.34
2246,2024-09-01,8,2,3,2,91.8,37.69,54.11
2247,2024-09-01,8,2,4,7,328.02,125.76,202.26
2248,2024-09-01,8,2,5,4,197.78,70.8,126.98
2249,2024-09-01,8,3,1,1,58.99,21.86,37.13
2250,2024-09-01,8,3,3,4,206.53,80.18,126.35
2251,2024-09-01,8,3,4,7,325.18,131.33,193.85
2252,2024-09-01,8,3,5,2,98.17,37.08,61.09
2253,2024-09-01,8,4,2,3,174.65,64.37,110.28
2254,2024-09-01,8,4,3,2,110.67,38.84,71.83
2255,2024-09-01,8,4,4,6,308.23,111.02,197.21
2256,2024-09-01,8,4,5,2,108.01,40.71,67.3
2257,2024-09-01,8,5,2,3,126.19,55.81,70.38
2258,2024-09-01,8,5,4,3,129.21,49.28,79.93
2259,2024-09-01,8,5,5,2,89.74,36.19,53.55
2260,2024-09-01,9,1,2,3,198.09,79.53,118.56
2261,2024-09-01,9,1,3,1,62.2,24.94,37.26
2262,2024-09-01,9,1,4,2,119.78,45.33,74.45
2263,2024-09-01,9,1,5,2,128.75,48.47,80.28
2264,2024-09-01,9,2,2,2,150.5,56.94,93.56
2265,2024-09-01,9,2,3,1,61.46,26.51,34.95
2266,2024-09-01,9,2,4,3,203.43,78.1,125.33
2267,2024-09-01,9,2,5,3,185.47,78.09,107.38
2268,2024-09-01,9,3,2,5,368.38,150.93,217.45
2269,2024-09-01,9,3,4,2,125.27,53.18,72.09
2270,2024-09-01,9,3,5,1,69.51,27.45,42.06
2271,2024-09-01,9,4,2,2,153.7,60.55,93.15
2272,2024-09-01,9,4,4,4,299.43,110.87,188.56
2273,2024-09-01,9,5,2,5,330.17,135.11,195.06
2274,2024-09-01,9,5,3,1,58.7,25.8,32.9
2275,2024-09-01,9,5,4,3,182.57,73.93,108.64
2276,2024-09-01,9,5,5,2,116.69,53.89,62.8
2277,2024-09-01,10,1,2,1,58.22,21.79,36.43
2278,2024-09-01,10,1,4,2,110.25,39.45,70.8
2279,2024-09-01,10,1,5,4,272.89,97.37,175.52
2280,2024-09-01,10,2,2,3,188.84,71.49,117.35
2281,2024-09-01,10,2,3,3,171.89,65.51,106.38
2282,2024-09-01,10,2,4,5,279.95,107.32,172.63
2283,2024-09-01,10,2,5,1,60.8,22.35,38.45
2284,2024-09-01,10,3,4,3,175.11,65.29,109.82
2285,2024-09-01,10,4,1,1,74.02,26.65,47.37
2286,2024-09-01,10,4,2,1,73.45,25.62,47.83
2287,2024-09-01,10,4,3,2,130.75,46.39,84.36
2288,2024-09-01,11,1,2,1,42.89,12.46,30.43
2289,2024-09-01,11,1,3,1,40.38,11.88,28.5
2290,2024-09-01,11,1,4,9,355.95,109.96,245.99
2291,2024-09-01,11,1,5,5,210.41,65.4,145.01
2292,2024-09-01,11,2,1,1,45.58,13.54,32.04
2293,2024-09-01,11,2,2,1,42.96,12.83,30.13
2294,2024-09-01,11,2,4,2,77.48,23.46,54.02
2295,2024-09-01,11,2,5,9,359.05,112.81,246.24
2296,2024-09-01,11,3,2,1,48.79,14.84,33.95
2297,2024-09-01,11,3,3,1,41.7,12.71,28.99
2298,2024-09-01,11,3,4,2,82.53,25.88,56.65
2299,2024-09-01,11,3,5,3,125.6,39.76,85.84
2300,2024-09-01,11,4,2,1,48.68,14.22,34.46
2301,2024-09-01,11,4,4,6,247.7,75.85,171.85
2302,2024-09-01,11,5,2,3,115.92,37.12,78.8
2303,2024-09-01,11,5,4,1,34.62,11.63,22.99
2304,2024-09-01,11,5,5,2,63.98,23.39,40.59
2305,2024-09-01,12,1,2,4,295.0,103.85,191.15
2306,2024-09-01,12,1,3,1,73.57,23.96,49.61
2307,2024-09-01,12,1,4,7,537.45,188.01,349.44
2308,2024-09-01,12,1,5,4,275.58,97.05,178.53
2309,2024-09-01,12,2,2,2,168.89,54.91,113.98
2310,2024-09-01,12,2,3,1,77.5,24.97,52.53
2311,2024-09-01,12,2,4,2,156.79,47.62,109.17
2312,2024-09-01,12,2,5,2,142.83,52.0,90.83
2313,2024-09-01,12,3,2,1,88.08,29.07,59.01
2314,2024-09-01,12,3,4,6,471.64,159.26,312.38
2315,2024-09-01,12,4,4,2,172.37,54.02,118.35
2316,2024-09-01,12,5,4,9,681.22,251.81,429.41
2317,2024-09-01,12,5,5,5,354.58,129.1,225.48
2318,2024-09-01,13,1,1,2,107.72,37.47,70.25
2319,2024-09-01,13,1,4,2,99.14,33.46,65.68
2320,2024-09-01,13,1,5,5,260.29,104.08,156.21
2321,2024-09-01,13,2,1,1,68.18,21.77,46.41
2322,2024-09-01,13,2,2,1,57.3,20.41,36.89
2323,2024-09-01,13,2,3,1,59.22,19.39,39.83
2324,2024-09-01,13,2,4,9,505.29,171.32,333.97
2325,2024-09-01,13,2,5,3,156.37,56.55,99.82
2326,2024-09-01,13,3,1,5,283.95,108.2,175.75
2327,2024-09-01,13,3,2,2,125.33,43.92,81.41
2328,2024-09-01,13,3,3,1,56.24,20.59,35.65
2329,2024-09-01,13,3,4,7,376.99,133.56,243.43
2330,2024-09-01,13,3,5,7,403.43,136.65,266.78
2331,2024-09-01,13,4,1,1,67.32,22.2,45.12
2332,2024-09-01,13,4,3,3,186.31,65.48,120.83
2333,2024-09-01,13,4,4,2,108.28,37.57,70.71
2334,2024-09-01,13,5,4,8,443.63,160.31,283.32
2335,2024-09-01,14,1,1,1,24.67,9.94,14.73
2336,2024-09-01,14,1,2,3,87.26,26.91,60.35
2337,2024-09-01,14,1,4,2,72.48,24.34,48.14
2338,2024-09-01,14,1,5,3,74.53,26.6,47.93
2339,2024-09-01,14,2,1,1,30.01,10.23,19.78
2340,2024-09-01,14,2,3,4,108.11,39.39,68.72
2341,2024-09-01,14,2,4,8,205.62,73.19,132.43
2342,2024-09-01,14,2,5,4,109.44,38.98,70.46
2343,2024-09-01,14,3,1,3,88.95,33.39,55.56
2344,2024-09-01,14,3,2,1,27.81,10.47,17.34
2345,2024-09-01,14,3,5,1,26.58,9.51,17.07
2346,2024-09-01,14,4,2,1,33.08,11.15,21.93
2347,2024-09-01,14,4,3,1,29.39,9.82,19.57
2348,2024-09-01,14,4,4,5,138.54,47.67,90.87
2349,2024-09-01,14,4,5,8,223.79,73.93,149.86
2350,2024-09-01,14,5,3,2,54.22,19.55,34.67
2351,2024-09-01,14,5,4,7,192.13,73.68,118.45
2352,2024-09-01,14,5,5,4,100.13,35.28,64.85
2353,2024-09-01,15,1,2,4,221.7,81.08,140.62
2354,2024-09-01,15,1,4,5,307.3,111.31,195.99
2355,2024-09-01,15,1,5,2,98.73,36.84,61.89
2356,2024-09-01,15,2,2,1,54.6,22.06,32.54
2357,2024-09-01,15,2,3,3,148.24,62.09,86.15
2358,2024-09-01,15,2,4,14,790.01,302.4,487.61
2359,2024-09-01,15,2,5,4,202.65,78.58,124.07
2360,2024-09-01,15,3,2,2,131.62,47.31,84.31
2361,2024-09-01,15,3,3,1,54.07,22.3,31.77
2362,2024-09-01,15,3,4,6,327.93,129.99,197.94
2363,2024-09-01,15,3,5,1,56.29,22.29,34.0
2364,2024-09-01,15,4,1,1,66.9,24.37,42.53
2365,2024-09-01,15,4,4,4,232.03,85.31,146.72
2366,2024-09-01,15,4,5,2,126.49,42.86,83.63
2367,2024-09-01,15,5,4,3,127.44,59.74,67.7
2368,2024-09-01,15,5,5,1,50.49,20.14,30.35
2369,2024-10-01,1,1,1,4,254.71,102.51,152.2
2370,2024-10-01,1,1,2,4,235.11,96.71,138.4
2371,2024-10-01,1,1,4,3,221.93,87.32,134.61
2372,2024-10-01,1,1,5,2,119.71,45.2,74.51
2373,2024-10-01,1,2,1,2,155.14,53.52,101.62
2374,2024-10-01,1,2,2,1,69.53,27.13,42.4
2375,2024-10-01,1,2,3,4,257.71,101.6,156.11
2376,2024-10-01,1,2,4,12,799.51,311.35,488.16
2377,2024-10-01,1,2,5,5,309.47,116.14,193.33
2378,2024-10-01,1,3,1,3,206.4,82.58,123.82
2379,2024-10-01,1,3,2,1,75.54,27.59,47.95
2380,2024-10-01,1,3,3,4,260.87,100.92,159.95
2381,2024-10-01,1,3,4,5,304.2,120.41,183.79
2382,2024-10-01,1,3,5,3,197.17,78.04,119.13
2383,2024-10-01,1,4,3,2,151.01,55.56,95.45
2384,2024-10-01,1,4,4,2,132.06,53.8,78.26
2385,2024-10-01,1,5,3,1,59.42,24.94,34.48
2386,2024-10-01,1,5,4,6,398.52,154.71,243.81
2387,2024-10-01,1,5,5,2,109.87,45.01,64.86
2388,2024-10-01,2,1,1,2,211.29,85.32,125.97
2389,2024-10-01,2,1,2,2,190.86,79.82,111.04
2390,2024-10-01,2,1,4,7,773.0,306.85,466.15
2391,2024-10-01,2,1,5,4,394.54,148.17,246.37
2392,2024-10-01,2,2,2,5,546.46,216.37,330.09
2393,2024-10-01,2,2,3,3,326.29,125.5,200.79
2394,2024-10-01,2,2,4,7,760.26,285.24,475.02
2395,2024-10-01,2,2,5,4,417.33,167.51,249.82
2396,2024-10-01,2,3,1,1,127.06,46.83,80.23
2397,2024-10-01,2,3,2,2,261.04,94.08,166.96
2398,2024-10-01,2,3,4,3,346.84,128.84,218.0
2399,2024-10-01,2,3,5,3,355.47,137.08,218.39
2400,2024-10-01,2,4,4,3,339.72,126.0,213.72
2401,2024-10-01,2,5,1,1,101.21,44.37,56.84
2402,2024-10-01,2,5,3,1,87.46,40.55,46.91
2403,2024-10-01,2,5,4,2,185.53,77.35,108.18
2404,2024-10-01,2,5,5,1,99.85,38.42,61.43
2405,2024-10-01,3,1,1,1,51.31,18.25,33.06
2406,2024-10-01,3,1,2,3,154.54,56.52,98.02
2407,2024-10-01,3,1,3,4,204.97,66.0,138.97
2408,2024-10-01,3,1,5,3,142.6,51.35,91.25
2409,2024-10-01,3,2,1,2,121.19,40.58,80.61
2410,2024-10-01,3,2,2,2,103.03,38.67,64.36
2411,2024-10-01,3,2,3,7,341.8,127.86,213.94
2412,2024-10-01,3,2,4,3,137.31,51.44,85.87
2413,2024-10-01,3,3,1,1,55.99,20.95,35.04
2414,2024-10-01,3,3,2,1,56.76,20.69,36.07
2415,2024-10-01,3,3,3,1,51.94,19.91,32.03
2416,2024-10-01,3,3,4,4,215.89,76.98,138.91
2417,2024-10-01,3,3,5,1,47.95,19.47,28.48
2418,2024-10-01,3,4,2,2,109.24,43.65,65.59
2419,2024-10-01,3,4,4,2,108.2,38.7,69.5
2420,2024-10-01,3,4,5,2,102.46,37.96,64.5
2421,2024-10-01,3,5,1,1,47.23,20.06,27.17
2422,2024-10-01,3,5,2,1,55.48,18.91,36.57
2423,2024-10-01,3,5,5,3,131.5,51.04,80.46
2424,2024-10-01,4,1,1,2,153.71,64.31,89.4
2425,2024-10-01,4,1,2,4,336.52,116.02,220.5
2426,2024-10-01,4,1,3,3,211.96,86.32,125.64
2427,2024-10-01,4,1,4,4,300.3,112.09,188.21
2428,2024-10-01,4,1,5,2,150.9,56.02,94.88
2429,2024-10-01,4,2,1,1,87.22,34.47,52.75
2430,2024-10-01,4,2,3,3,234.03,92.34,141.69
2431,2024-10-01,4,2,4,9,761.78,292.96,468.82
2432,2024-10-01,4,2,5,2,164.29,60.05,104.24
2433,2024-10-01,4,3,3,1,79.13,32.86,46.27
2434,2024-10-01,4,3,4,11,887.6,343.88,543.72
2435,2024-10-01,4,4,2,1,91.17,36.07,55.1
2436,2024-10-01,4,4,4,2,167.54,61.66,105.88
2437,2024-10-01,4,4,5,2,171.11,67.03,104.08
2438,2024-10-01,4,5,2,3,246.8,93.43,153.37
2439,2024-10-01,4,5,3,2,147.0,60.6,86.4
2440,2024-10-01,4,5,4,2,130.62,56.09,74.53
2441,2024-10-01,4,5,5,1,77.58,27.92,49.66
2442,2024-10-01,5,1,2,3,266.61,115.94,150.67
2443,2024-10-01,5,1,4,12,1148.68,481.73,666.95
2444,2024-10-01,5,1,5,1,92.0,35.06,56.94
2445,2024-10-01,5,2,2,2,201.54,79.06,122.48
2446,2024-10-01,5,2,4,7,688.61,285.26,403.35
2447,2024-10-01,5,2,5,7,649.43,274.11,375.32
2448,2024-10-01,5,3,1,1,114.27,44.4,69.87
2449,2024-10-01,5,3,3,1,101.93,40.3,61.63
2450,2024-10-01,5,3,4,5,436.16,186.8,249.36
2451,2024-10-01,5,3,5,1,89.02,38.09,50.93
2452,2024-10-01,5,4,3,1,103.92,41.24,62.68
2453,2024-10-01,5,4,4,7,668.38,278.8,389.58
2454,2024-10-01,5,4,5,1,96.86,38.94,57.92
2455,2024-10-01,5,5,2,2,179.63,79.17,100.46
2456,2024-10-01,5,5,3,4,321.69,147.64,174.05
2457,2024-10-01,5,5,4,7,614.46,270.64,343.82
2458,2024-10-01,5,5,5,6,501.07,230.18,270.89
2459,2024-10-01,6,1,1,2,154.89,60.39,94.5
2460,2024-10-01,6,1,2,1,69.35,29.75,39.6
2461,2024-10-01,6,1,4,3,255.85,101.45,154.4
2462,2024-10-01,6,1,5,3,178.45,85.08,93.37
2463,2024-10-01,6,2,1,1,84.97,34.94,50.03
2464,2024-10-01,6,2,2,1,77.4,32.81,44.59
2465,2024-10-01,6,2,3,1,67.36,31.29,36.07
2466,2024-10-01,6,2,4,4,273.96,113.57,160.39
2467,2024-10-01,6,2,5,2,144.0,57.33,86.67
2468,2024-10-01,6,3,1,1,79.0,34.09,44.91
2469,2024-10-01,6,3,3,6,480.36,187.24,293.12
2470,2024-10-01,6,3,4,5,385.97,151.27,234.7
2471,2024-10-01,6,3,5,2,149.34,64.45,84.89
2472,2024-10-01,6,4,2,4,344.07,131.57,212.5
2473,2024-10-01,6,4,3,2,157.67,64.2,93.47
2474,2024-10-01,6,4,4,2,154.72,61.35,93.37
2475,2024-10-01,6,4,5,5,419.76,160.82,258.94
2476,2024-10-01,6,5,4,3,181.57,84.11,97.46
2477,2024-10-01,6,5,5,7,454.77,208.0,246.77
2478,2024-10-01,7,1,2,1,48.33,17.15,31.18
2479,2024-10-01,7,1,3,1,38.79,15.37,23.42
2480,2024-10-01,7,1,4,10,454.28,170.1,284.18
2481,2024-10-01,7,1,5,2,86.53,30.89,55.64
2482,2024-10-01,7,2,3,3,149.39,51.88,97.51
2483,2024-10-01,7,2,4,6,269.59,98.7,170.89
2484,2024-10-01,7,2,5,5,223.12,84.04,139.08
2485,2024-10-01,7,3,2,1,49.32,18.74,30.58
2486,2024-10-01,7,3,3,2,101.42,37.92,63.5
2487,2024-10-01,7,3,4,9,399.72,148.33,251.39
2488,2024-10-01,7,3,5,1,47.52,16.75,30.77
2489,2024-10-01,7,4,1,2,112.09,41.04,71.05
2490,2024-10-01,7,4,2,1,54.58,19.8,34.78
2491,2024-10-01,7,4,4,4,186.86,66.61,120.25
2492,2024-10-01,7,4,5,2,102.84,37.93,64.91
2493,2024-10-01,7,5,2,2,95.95,37.3,58.65
2494,2024-10-01,7,5,4,5,222.53,90.59,131.94
2495,2024-10-01,7,5,5,3,126.18,46.7,79.48
2496,2024-10-01,8,1,2,2,94.71,37.34,57.37
2497,2024-10-01,8,1,3,1,41.75,17.05,24.7
2498,2024-10-01,8,1,4,3,130.06,50.41,79.65
2499,2024-10-01,8,1,5,7,333.83,128.84,204.99
2500,2024-10-01,8,2,2,7,352.83,137.63,215.2
2501,2024-10-01,8,2,3,1,50.04,19.06,30.98
